waypoint_id,joint1pose,joint2pose,joint3pose,joint4pose,joint5pose,joint6pose,joint1velocity,joint2velocity,joint3velocity,joint4velocity,joint5velocity,joint6velocity,FTData1,FTData2,FTData3,FTData4,FTData5,FTData6,TCA_button_288_state,TCA_button_289_state,TCA_button_292_state,TCA_button_293_state,TCA_button_704_state,TCA_switch_290_state,TCA_switch_291_state,TCA_switch_294_state,TCA_switch_295_state,TCA_switch_296_state,TCA_switch_297_state,TCA_switch_298_state,TCA_switch_299_state,TCA_switch_300_state,TCA_switch_301_state,TCA_switch_302_state,TCA_switch_303_state,TCA_switch_707_state,TCA_switch_708_state,TCA_switch_709_state,TCA_switch_710_state,TCA_switch_711_state,TCA_switch_712_state,TCA_switch_713_state,TCA_switch_714_state,TCA_switch_715_state,TCA_switch_716_state,TCA_switch_717_state,TCA_switch_718_state,TCA_switch_112_state,TCA_switch_0_state,TCA_lever_0_value,TCA_lever_1_value,TCA_lever_2_value,TCA_lever_5_value,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_switch_0_state,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,GripperState
44,0.832181,-0.869435,1.43953,-1.74185,-1.0894,-0.720112,0,0,-0,0,0,5.59452e-32,6.63574,-6.15308,0.872019,0.233366,0.395084,0.0768892,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1.02423,-1.00701,1.67858,-2.28545,-1.59042,-3.59,0,0,-0,0,-0,0,-0.409968,-4.79471,-2.15795,0.129724,-0.0196141,0.162715,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1.02073,-1.34251,1.6792,-2.29941,-1.59062,-3.58997,0,0,-0,0,0,0,3.11766,-10.1286,1.37359,0.373675,0.155072,0.142306,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.02066,-1.34245,1.67924,-2.29936,-1.59064,-3.58996,0,0,-0,0,0,0,2.98626,-9.98946,1.64228,0.383924,0.165396,0.152183,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0.897269,-1.00447,1.60057,-2.04758,-1.38523,-1.85088,0,0,-0,0,-0,0,0.559083,-5.93874,-2.57216,0.269164,-0.0191774,0.0150627,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1.00336,-1.00216,1.60087,-2.10905,-1.65593,-1.85087,0,0,-0,-0,0,0,1.35791,-8.22488,-5.15549,0.207882,-0.0342387,0.0196055,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,0.77414,-0.972533,1.60112,-1.94584,-1.07896,-0.748286,0,0,-0,-0,0,0,3.07889,-6.8853,-5.01393,0.321161,-0.0503286,0.0723781,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1.10309,-0.97963,1.61419,-2.17332,-1.91931,-0.746942,0,0,-0,0,0,-0,0.536896,-8.58329,-6.33439,0.217613,0.122744,-0.00158248,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0.804716,-1.09907,1.97367,-2.71201,-1.16712,-0.487946,0,0,-0,-0,0,-0,1.3538,-6.07497,-5.00008,0.494181,0.0789324,-0.0101119,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0.945109,-1.04104,1.68662,-2.22957,-1.51877,0.860379,0,0,-0,0,0,-0,1.68622,-6.39093,-5.90607,0.286032,-0.0569734,-0.0753953,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1.25184,-1.35242,1.52441,-1.87781,-1.51143,-0.533279,0.000101609,0,-0,-0,-0,-0,0.825503,-4.90063,3.18402,0.127937,0.0460928,0.0489849,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.25176,-1.35237,1.52448,-1.8778,-1.51144,-0.533275,-8.4262e-05,0,-0,0,-0,-0,1.06382,-4.68014,3.08998,0.13445,0.0483222,0.0568676,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,0.939691,-1.06444,1.67691,-1.9288,-1.28181,-0.531301,0,0,-0,0,-0,0,4.10815,-6.20256,-0.515909,0.217189,0.0840433,0.0838339,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1.02425,-1.07836,1.68036,-1.99146,-1.47432,-0.530678,0,0,-0,0,-0,-0,2.42158,-7.11237,2.40284,0.284558,0.098821,0.0336493,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1.01066,-1.131,1.79731,-2.18345,-1.44095,-0.5245,0,0,-0,0,-0,-0,-1.7458,-5.93456,-2.74935,0.28672,-0.353074,0.0174549,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,0.894743,-1.06147,1.6973,-1.91514,-1.16135,-2.23776,-7.44278e-36,0,-0,0,-0,-0,2.12133,-6.9436,-5.02013,0.621195,0.0175613,0.055758,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,0.885009,-1.05814,1.69743,-1.91534,-1.16167,-2.23777,0,0,-0,0,-0,-0,1.69404,3.82818,-3.17746,-0.255399,0.0599796,0.0484875,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,0.889621,-1.15148,1.88689,-2.25023,-1.16135,-2.23776,0,0,-0,0,-0,-0,-0.0565395,-1.69904,-2.26446,0.021164,-0.00884221,0.0256526,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,1.10851,-1.3109,1.48724,-1.80566,-1.55571,-2.23776,-0.000107346,0.000239565,8.81728e-05,1.0225e-32,0,-0,1.88931,-5.26152,2.35223,0.22878,-0.0691127,0.026352,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1.10846,-1.31076,1.48727,-1.8056,-1.5557,-2.23777,0,8.64162e-05,5.52994e-05,0,0,-0,1.7312,-5.16314,2.49687,0.235066,-0.063353,0.0266934,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,0.891515,-0.930536,1.50108,-1.71514,-1.04445,-2.2378,0,0,-0,-0,0,-0,1.56173,2.23932,0.0345859,-0.124206,0.021548,0.0085791,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1.0087,-0.970714,1.50526,-1.85361,-1.34074,-2.23358,0,0,-0,-0,-0,-0,0.119331,-1.98427,-7.07522,0.0560963,-0.130794,0.0467504,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1.04715,-0.977069,1.50623,-1.87513,-1.4327,-1.95595,0,0,-0,0,0,-0,1.61306,-6.79215,-5.7828,0.368882,-0.0625323,-0.0467757,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1.0065,-1.06964,1.71535,-2.18642,-1.33782,-1.95597,0,0,-0,0,0,-0,1.43467,-3.39275,-5.81663,0.147545,0.0274192,-0.0477653,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,1.13545,-1.05591,1.68654,-2.21263,-1.65774,1.23821,0,0,-0,0,0,-0,1.25028,-6.03382,-3.83588,0.271868,-0.0990909,0.016207,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1.03652,-1.1287,1.93212,-2.64173,-1.41634,0.559477,0,0,5.02982e-41,-0,-0,-0,3.36179,-10.1545,-9.02094,0.676053,0.0356212,-0.00716026,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1.01069,-1.68277,1.90977,-2.32613,-1.71708,0.559473,0,0,0.000106547,0,0.000135287,0,3.13379,0.129329,0.354838,-0.0612186,0.0709984,0.000905392,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1.01063,-1.68158,1.91021,-2.3259,-1.71707,0.559485,-2.05132e-14,0,0.000708163,0,0,-0,2.86161,-0.0693691,0.298504,-0.0703977,0.0811858,-0.00277742,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0.822873,-1.11133,1.76745,-2.05886,-1.40901,-0.471967,0,0,-0,0,-0,0,2.31768,-7.35914,-2.94366,0.257479,0.0345371,0.0597665,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,0.741676,-1.17857,1.9656,-2.37628,-1.22549,-0.443465,0,0,-0,-0,0,-0,1.51197,-5.64403,-5.46995,0.312619,-0.082394,0.0239907,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,0.834166,-1.14985,1.85532,-2.23193,-1.44107,-0.443436,0,0,-0,0,0,-0,2.33301,-6.35193,-7.49244,0.237736,0.0494279,0.0182665,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,0.843624,-1.15015,1.85535,-2.23192,-1.44101,-0.443421,2.06194e-05,0,-0,-0,0,-0,0.499721,-6.02531,-7.77701,0.266274,-0.169925,0.0210189,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,0.842183,-1.15012,1.8554,-2.23189,-1.44096,-0.443439,-2.36217e-27,0,-0,0,0,-0,-0.078752,-5.94135,-8.12311,0.288583,-0.221589,0.0309986,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,0.793723,-1.13924,1.83745,-2.16434,-1.33022,-2.32428,0,0,-0,-0,0,0,0.772778,-6.34034,-6.90904,0.308227,-0.0387556,0.0814157,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,0.858747,-1.51668,1.83284,-2.4301,-1.33026,-2.32426,0,0,0.00013838,8.26679e-19,0,0,-4.65324,-9.32204,-0.0634193,0.302246,-0.266516,0.0153943,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.858747,-1.51649,1.83534,-2.42997,-1.33026,-2.32424,0,0,0.00015291,0,0,0,-4.23728,-9.37328,0.331782,0.304176,-0.287057,0.0140071,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,0.936152,-0.751688,1.18921,-1.59311,-1.19664,-2.10929,0,0,-0,0,-0,-0,2.68318,-5.03846,-5.04437,0.362969,0.0546728,0.0552697,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,0.924965,-0.765724,1.22235,-1.642,-1.17655,-0.654705,0,0,-0,-0,-0,0,2.42635,-6.27706,-5.81006,0.176757,-0.146899,0.0866813,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,0.924661,-0.765828,1.22233,-1.62867,-1.17828,-0.654712,0,0,-0,-0,-0,0,0.818101,-5.7798,-6.23673,0.0870339,-0.333843,0.0722816,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0.991885,-0.824636,1.3017,-1.80952,-1.35781,-2.05771,0,0,-0,-0,-4.89712e-12,0,1.43888,-3.79219,-3.33242,0.157382,0.0910098,-0.025694,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,0.997022,-0.829806,1.30903,-1.81548,-1.36984,-3.65019,0,0,-0,0,-0,0,-0.987172,-6.21328,-1.93609,0.126919,0.0878068,0.0640984,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1.03018,-0.876984,1.40706,-1.997,-1.47386,-2.06914,0,0,-0,0,-0,-0,2.31773,-6.63276,-4.78767,0.266244,0.162713,-0.0041169,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,1.02932,-0.877172,1.40734,-1.99472,-1.4739,-2.06912,0,0,-0,-0,-0,-0,1.14881,-5.90002,-8.19687,0.12078,0.0508079,-0.0250855,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,1.00707,-1.27329,1.39988,-1.89468,-1.54541,-1.61691,0,-7.5156e-05,-0,-0,9.79194e-05,-0,-1.47467,-7.33338,1.68181,0.155104,-0.114864,-0.115901,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1.00704,-1.27297,1.40001,-1.89459,-1.54541,-1.61691,0,0,-0,1.4013e-45,0,0,-1.58561,-7.01973,1.75417,0.147889,-0.103852,-0.107557,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,1.07456,-0.820453,1.25652,-1.83985,-1.67729,-1.61736,0,0,-0,0,-0,-0,0.808277,-8.28199,-4.29277,0.157417,-0.0509179,0.00305788,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,0.939875,-0.936589,1.5282,-2.17893,-1.31605,-1.61738,0,0,-0,0,-0,-0,2.10077,-7.54686,-8.44006,0.345987,0.190526,-0.00387058,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,1.12735,-0.918515,1.53146,-2.29754,-1.82431,-0.750205,0,0,-0,0,-0,-0,-3.26211,-8.35041,-3.99956,0.299577,-0.215893,-0.0417461,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,1.02416,-0.861017,1.33494,-1.92656,-1.5443,-0.529986,0,0,-0,0,0,0,2.12489,-6.83052,-2.14343,0.110996,0.0387294,0.056439,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,0.956539,-0.875644,1.37663,-1.95076,-1.35704,-0.529979,0,0,-0,-0,0,0,1.84946,-6.32697,-7.46205,0.177587,-0.0058696,0.0574531,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,1.14401,-0.855965,1.37552,-2.04423,-1.87988,-0.52999,0,0,-0,0,-0,0,-1.93918,-7.77196,-0.424937,0.220221,-0.0811846,0.00291897,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
